dataset,molecule_no,field,issue_type,severity,observed_value,expected_rule
696_features,16,VSA_EState3,统计极端值,WARNING,38.29727649,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,39,EState_VSA5,统计极端值,WARNING,436.6158704,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,39,SMR_VSA5,统计极端值,WARNING,569.0556274,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,39,VSA_EState1,统计极端值,WARNING,53.87824104,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,40,EState_VSA5,统计极端值,WARNING,642.0821623,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,40,Kappa3,统计极端值,WARNING,93.73552222,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,40,NumRotatableBonds,统计极端值,WARNING,137.0,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,40,SMR_VSA5,统计极端值,WARNING,774.5219194,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,40,SlogP_VSA5,统计极端值,WARNING,819.5514373,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,40,VSA_EState1,统计极端值,WARNING,54.72693205,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,40,VSA_EState7,统计极端值,WARNING,165.0284612,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,41,Conju-Branch-Num,统计极端值,WARNING,36.0,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,41,Conju-Branch-Ratio,统计极端值,WARNING,1.764705882,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,41,SMR_VSA5,统计极端值,WARNING,569.0556274,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,41,VSA_EState1,统计极端值,WARNING,53.74029395,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,42,Conju-Branch-Num,统计极端值,WARNING,36.0,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,42,Conju-Branch-Ratio,统计极端值,WARNING,1.764705882,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,42,EState_VSA5,统计极端值,WARNING,616.3988758,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,42,Kappa3,统计极端值,WARNING,97.10703576,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,42,NumRotatableBonds,统计极端值,WARNING,137.0,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,42,SMR_VSA5,统计极端值,WARNING,774.5219194,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,42,SlogP_VSA5,统计极端值,WARNING,819.5514373,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,42,VSA_EState1,统计极端值,WARNING,54.59302143,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,42,VSA_EState7,统计极端值,WARNING,164.8992088,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,55,EState_VSA5,统计极端值,WARNING,427.9007635,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,55,SMR_VSA5,统计极端值,WARNING,610.4809698,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,56,VSA_EState5,统计极端值,WARNING,9.670825959,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,57,VSA_EState5,统计极端值,WARNING,9.364238983,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,58,VSA_EState5,统计极端值,WARNING,10.25113383,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,59,VSA_EState5,统计极端值,WARNING,9.568881663,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,60,VSA_EState5,统计极端值,WARNING,9.469499754,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,61,VSA_EState5,统计极端值,WARNING,9.418891288,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,62,VSA_EState5,统计极端值,WARNING,8.906364429,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,63,VSA_EState5,统计极端值,WARNING,8.849972224,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,64,VSA_EState5,统计极端值,WARNING,9.303396614,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,65,VSA_EState5,统计极端值,WARNING,9.571516694,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,83,VSA_EState3,统计极端值,WARNING,54.09874183,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,84,VSA_EState3,统计极端值,WARNING,54.49436467,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,90,VSA_EState5,统计极端值,WARNING,13.95437129,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,91,VSA_EState5,统计极端值,WARNING,20.57615154,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,92,VSA_EState5,统计极端值,WARNING,14.61021765,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,93,VSA_EState5,统计极端值,WARNING,28.45381602,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,94,VSA_EState5,统计极端值,WARNING,29.02691505,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,95,VSA_EState5,统计极端值,WARNING,35.65759839,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,96,VSA_EState5,统计极端值,WARNING,42.26910866,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,97,VSA_EState3,统计极端值,WARNING,46.86964703,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,97,VSA_EState5,统计极端值,WARNING,63.04932141,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,100,VSA_EState1,统计极端值,WARNING,56.10740889,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,100,VSA_EState3,统计极端值,WARNING,36.21581781,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,101,EState_VSA3,统计极端值,WARNING,166.5113523,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,101,VSA_EState1,统计极端值,WARNING,104.4931437,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,101,VSA_EState3,统计极端值,WARNING,72.15913826,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,113,Dielectic Constant (Solvent),溶剂参数为0，可能代表未知或缺失溶剂信息,WARNING,0.0,返回原始溶剂名称核查；不自动删除
696_features,113,ET(30) (Solvent),溶剂参数为0，可能代表未知或缺失溶剂信息,WARNING,0.0,返回原始溶剂名称核查；不自动删除
696_features,114,Dielectic Constant (Solvent),溶剂参数为0，可能代表未知或缺失溶剂信息,WARNING,0.0,返回原始溶剂名称核查；不自动删除
696_features,114,ET(30) (Solvent),溶剂参数为0，可能代表未知或缺失溶剂信息,WARNING,0.0,返回原始溶剂名称核查；不自动删除
696_features,115,Dielectic Constant (Solvent),溶剂参数为0，可能代表未知或缺失溶剂信息,WARNING,0.0,返回原始溶剂名称核查；不自动删除
696_features,115,ET(30) (Solvent),溶剂参数为0，可能代表未知或缺失溶剂信息,WARNING,0.0,返回原始溶剂名称核查；不自动删除
696_features,116,Dielectic Constant (Solvent),溶剂参数为0，可能代表未知或缺失溶剂信息,WARNING,0.0,返回原始溶剂名称核查；不自动删除
696_features,116,ET(30) (Solvent),溶剂参数为0，可能代表未知或缺失溶剂信息,WARNING,0.0,返回原始溶剂名称核查；不自动删除
696_features,117,Dielectic Constant (Solvent),溶剂参数为0，可能代表未知或缺失溶剂信息,WARNING,0.0,返回原始溶剂名称核查；不自动删除
696_features,117,ET(30) (Solvent),溶剂参数为0，可能代表未知或缺失溶剂信息,WARNING,0.0,返回原始溶剂名称核查；不自动删除
696_features,117,VSA_EState5,统计极端值,WARNING,13.41143579,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,118,Dielectic Constant (Solvent),溶剂参数为0，可能代表未知或缺失溶剂信息,WARNING,0.0,返回原始溶剂名称核查；不自动删除
696_features,118,ET(30) (Solvent),溶剂参数为0，可能代表未知或缺失溶剂信息,WARNING,0.0,返回原始溶剂名称核查；不自动删除
696_features,118,VSA_EState5,统计极端值,WARNING,13.70140904,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,119,Dielectic Constant (Solvent),溶剂参数为0，可能代表未知或缺失溶剂信息,WARNING,0.0,返回原始溶剂名称核查；不自动删除
696_features,119,ET(30) (Solvent),溶剂参数为0，可能代表未知或缺失溶剂信息,WARNING,0.0,返回原始溶剂名称核查；不自动删除
696_features,120,Dielectic Constant (Solvent),溶剂参数为0，可能代表未知或缺失溶剂信息,WARNING,0.0,返回原始溶剂名称核查；不自动删除
696_features,120,ET(30) (Solvent),溶剂参数为0，可能代表未知或缺失溶剂信息,WARNING,0.0,返回原始溶剂名称核查；不自动删除
696_features,124,VSA_EState5,统计极端值,WARNING,13.53169769,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,125,VSA_EState5,统计极端值,WARNING,26.73555775,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,127,VSA_EState5,统计极端值,WARNING,13.47219749,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,128,VSA_EState5,统计极端值,WARNING,13.52038634,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,131,VSA_EState5,统计极端值,WARNING,14.64424634,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,137,VSA_EState5,统计极端值,WARNING,28.19411068,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,140,VSA_EState5,统计极端值,WARNING,14.58403106,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,141,EState_VSA5,统计极端值,WARNING,448.8291043,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,142,VSA_EState5,统计极端值,WARNING,14.27074639,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,143,VSA_EState5,统计极端值,WARNING,13.93672094,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,144,VSA_EState1,统计极端值,WARNING,106.9358581,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,144,VSA_EState5,统计极端值,WARNING,12.77750652,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,155,VSA_EState1,统计极端值,WARNING,88.88839768,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,156,VSA_EState1,统计极端值,WARNING,88.62550099,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,157,VSA_EState1,统计极端值,WARNING,88.50098193,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,158,VSA_EState1,统计极端值,WARNING,90.37330142,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,171,Conju-Branch-Ratio,统计极端值,WARNING,1.625,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,178,VSA_EState3,统计极端值,WARNING,54.31116073,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,181,VSA_EState3,统计极端值,WARNING,57.17867297,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,184,VSA_EState5,统计极端值,WARNING,19.3160449,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,185,VSA_EState5,统计极端值,WARNING,39.00423598,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,187,VSA_EState3,统计极端值,WARNING,37.67592395,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,189,VSA_EState1,统计极端值,WARNING,93.65589458,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,189,VSA_EState3,统计极端值,WARNING,39.95949347,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,193,Conju-Branch-Ratio,统计极端值,WARNING,1.666666667,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,193,Dielectic Constant (Solvent),溶剂参数为0，可能代表未知或缺失溶剂信息,WARNING,0.0,返回原始溶剂名称核查；不自动删除
696_features,193,ET(30) (Solvent),溶剂参数为0，可能代表未知或缺失溶剂信息,WARNING,0.0,返回原始溶剂名称核查；不自动删除
696_features,194,Dielectic Constant (Solvent),溶剂参数为0，可能代表未知或缺失溶剂信息,WARNING,0.0,返回原始溶剂名称核查；不自动删除
696_features,194,ET(30) (Solvent),溶剂参数为0，可能代表未知或缺失溶剂信息,WARNING,0.0,返回原始溶剂名称核查；不自动删除
696_features,194,VSA_EState5,统计极端值,WARNING,18.42821281,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,196,VSA_EState3,统计极端值,WARNING,50.75556806,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,201,VSA_EState1,统计极端值,WARNING,80.86932518,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,213,Conju-Branch-Ratio,统计极端值,WARNING,1.34,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,213,EState_VSA5,统计极端值,WARNING,492.5369458,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,216,VSA_EState3,统计极端值,WARNING,41.15602865,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,217,VSA_EState3,统计极端值,WARNING,63.03439432,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,232,VSA_EState5,统计极端值,WARNING,14.1707146,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,237,VSA_EState5,统计极端值,WARNING,28.48146457,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,258,VSA_EState5,统计极端值,WARNING,20.80749933,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,259,VSA_EState1,统计极端值,WARNING,78.5258862,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,259,VSA_EState5,统计极端值,WARNING,19.84543324,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,260,VSA_EState1,统计极端值,WARNING,186.5134814,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,260,VSA_EState5,统计极端值,WARNING,16.92077858,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,261,VSA_EState1,统计极端值,WARNING,78.32034642,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,261,VSA_EState5,统计极端值,WARNING,20.65741709,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,273,VSA_EState3,统计极端值,WARNING,40.22864896,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,274,VSA_EState3,统计极端值,WARNING,42.29724305,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,284,VSA_EState5,统计极端值,WARNING,14.18275765,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,285,VSA_EState5,统计极端值,WARNING,21.07099885,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,296,VSA_EState5,统计极端值,WARNING,22.1725215,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,297,VSA_EState5,统计极端值,WARNING,23.76263191,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,308,VSA_EState5,统计极端值,WARNING,19.93031045,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,309,VSA_EState5,统计极端值,WARNING,19.54331248,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,310,VSA_EState3,统计极端值,WARNING,56.62696388,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,310,VSA_EState5,统计极端值,WARNING,19.59391733,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,311,VSA_EState5,统计极端值,WARNING,19.62782318,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,312,VSA_EState5,统计极端值,WARNING,19.24082522,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,313,VSA_EState3,统计极端值,WARNING,56.87529645,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,313,VSA_EState5,统计极端值,WARNING,19.29143007,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,318,VSA_EState3,统计极端值,WARNING,66.59666568,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,320,VSA_EState3,统计极端值,WARNING,36.87931297,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,322,VSA_EState3,统计极端值,WARNING,36.43336324,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,323,VSA_EState5,统计极端值,WARNING,13.54052019,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,325,VSA_EState5,统计极端值,WARNING,13.61484011,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,326,VSA_EState5,统计极端值,WARNING,14.88474129,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,327,VSA_EState5,统计极端值,WARNING,29.007649,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,328,VSA_EState5,统计极端值,WARNING,29.11130038,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,334,VSA_EState5,统计极端值,WARNING,20.47988286,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,353,VSA_EState5,统计极端值,WARNING,13.12024735,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,356,VSA_EState5,统计极端值,WARNING,13.22121205,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,358,VSA_EState5,统计极端值,WARNING,22.07703922,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,360,VSA_EState5,统计极端值,WARNING,22.0457403,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,362,VSA_EState1,统计极端值,WARNING,81.90804984,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,368,VSA_EState5,统计极端值,WARNING,14.6749911,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,369,VSA_EState5,统计极端值,WARNING,14.62894609,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,380,Conju-Branch-Ratio,统计极端值,WARNING,1.458333333,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,384,Conju-Branch-Ratio,统计极端值,WARNING,1.5,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,385,Conju-Branch-Ratio,统计极端值,WARNING,1.333333333,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,387,VSA_EState5,统计极端值,WARNING,15.50441197,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,388,VSA_EState5,统计极端值,WARNING,14.6679475,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,414,VSA_EState3,统计极端值,WARNING,57.94620092,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,416,VSA_EState3,统计极端值,WARNING,43.5024004,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,418,VSA_EState3,统计极端值,WARNING,42.5166549,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,420,VSA_EState3,统计极端值,WARNING,48.37150544,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,426,VSA_EState3,统计极端值,WARNING,41.43589117,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,427,VSA_EState3,统计极端值,WARNING,37.6557113,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,429,VSA_EState3,统计极端值,WARNING,57.18813594,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,446,Conju-Branch-Ratio,统计极端值,WARNING,2.090909091,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,463,VSA_EState5,统计极端值,WARNING,14.70861593,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,464,VSA_EState5,统计极端值,WARNING,31.2900829,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,465,VSA_EState3,统计极端值,WARNING,55.79229181,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,465,VSA_EState5,统计极端值,WARNING,30.07187026,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,466,Conju-Branch-Ratio,统计极端值,WARNING,1.461538462,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,468,Conju-Branch-Ratio,统计极端值,WARNING,1.481481481,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,471,VSA_EState5,统计极端值,WARNING,13.8825036,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,472,VSA_EState5,统计极端值,WARNING,12.65006832,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,473,VSA_EState5,统计极端值,WARNING,15.47829209,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,474,VSA_EState5,统计极端值,WARNING,13.56320703,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,475,VSA_EState5,统计极端值,WARNING,14.10104947,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,479,VSA_EState1,统计极端值,WARNING,52.46313135,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,482,VSA_EState1,统计极端值,WARNING,69.43865488,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,493,Conju-Branch-Ratio,统计极端值,WARNING,2.090909091,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,494,Conju-Branch-Ratio,统计极端值,WARNING,2.0,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,494,EState_VSA3,统计极端值,WARNING,157.4642419,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,494,VSA_EState2,统计极端值,WARNING,185.1726192,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,495,Conju-Branch-Ratio,统计极端值,WARNING,1.333333333,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,505,VSA_EState5,统计极端值,WARNING,19.1447529,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,506,VSA_EState3,统计极端值,WARNING,53.16792333,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,506,VSA_EState5,统计极端值,WARNING,16.86998067,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,507,VSA_EState3,统计极端值,WARNING,56.24035735,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,508,Conju-Branch-Num,统计极端值,WARNING,27.0,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,508,Conju-Branch-Ratio,统计极端值,WARNING,1.4,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,508,VSA_EState3,统计极端值,WARNING,57.23565687,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,508,VSA_EState5,统计极端值,WARNING,18.21626059,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,509,VSA_EState3,统计极端值,WARNING,56.12139361,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,509,VSA_EState5,统计极端值,WARNING,18.4710947,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,510,VSA_EState5,统计极端值,WARNING,19.01193281,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,511,VSA_EState3,统计极端值,WARNING,61.04772031,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,511,VSA_EState5,统计极端值,WARNING,18.33827462,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,516,Conju-Branch-Ratio,统计极端值,WARNING,1.444444444,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,520,VSA_EState5,统计极端值,WARNING,53.715287,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,521,VSA_EState5,统计极端值,WARNING,53.35955247,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,522,VSA_EState5,统计极端值,WARNING,26.73342155,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,534,VSA_EState3,统计极端值,WARNING,37.57389192,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,537,VSA_EState5,统计极端值,WARNING,16.78958644,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,538,VSA_EState5,统计极端值,WARNING,17.35556084,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,539,VSA_EState5,统计极端值,WARNING,17.38007609,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,540,VSA_EState5,统计极端值,WARNING,14.06386845,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,541,VSA_EState1,统计极端值,WARNING,60.01785853,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,543,VSA_EState1,统计极端值,WARNING,54.81364572,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,544,VSA_EState1,统计极端值,WARNING,86.16805993,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,545,VSA_EState1,统计极端值,WARNING,58.13165792,|robust z| > 15.0；仅提示人工核查，不代表化学错误
