dataset,molecule_no,field,issue_type,severity,observed_value,expected_rule
696_features,546,VSA_EState1,统计极端值,WARNING,66.05695341,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,546,VSA_EState5,统计极端值,WARNING,-9.777203075,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,547,VSA_EState1,统计极端值,WARNING,65.99725205,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,547,VSA_EState5,统计极端值,WARNING,-9.80087644,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,548,VSA_EState1,统计极端值,WARNING,66.03190228,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,548,VSA_EState5,统计极端值,WARNING,-9.81643361,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,549,VSA_EState5,统计极端值,WARNING,19.35782236,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,550,VSA_EState5,统计极端值,WARNING,19.43272246,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,551,VSA_EState5,统计极端值,WARNING,19.44682718,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,552,Conju-Branch-Ratio,统计极端值,WARNING,1.416666667,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,552,VSA_EState5,统计极端值,WARNING,19.52506251,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,557,VSA_EState1,统计极端值,WARNING,78.15898132,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,558,VSA_EState1,统计极端值,WARNING,77.96947466,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,566,VSA_EState5,统计极端值,WARNING,14.31690465,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,568,Conju-Branch-Ratio,统计极端值,WARNING,1.625,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,568,VSA_EState5,统计极端值,WARNING,12.23580064,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,569,Conju-Branch-Num,统计极端值,WARNING,27.0,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,569,Conju-Branch-Ratio,统计极端值,WARNING,1.5,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,569,VSA_EState5,统计极端值,WARNING,18.31418396,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,571,Conju-Branch-Ratio,统计极端值,WARNING,1.352941176,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,579,VSA_EState5,统计极端值,WARNING,13.33343175,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,584,Dielectic Constant (Solvent),溶剂参数为0，可能代表未知或缺失溶剂信息,WARNING,0.0,返回原始溶剂名称核查；不自动删除
696_features,584,ET(30) (Solvent),溶剂参数为0，可能代表未知或缺失溶剂信息,WARNING,0.0,返回原始溶剂名称核查；不自动删除
696_features,587,VSA_EState3,统计极端值,WARNING,40.31829514,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,590,VSA_EState1,统计极端值,WARNING,76.31549566,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,590,VSA_EState5,统计极端值,WARNING,20.18780406,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,612,VSA_EState1,统计极端值,WARNING,186.89892,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,612,VSA_EState5,统计极端值,WARNING,19.04696326,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,614,EState_VSA5,统计极端值,WARNING,502.4535831,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,614,SMR_VSA5,统计极端值,WARNING,484.5791152,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,615,VSA_EState1,统计极端值,WARNING,197.0882993,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,616,VSA_EState1,统计极端值,WARNING,186.8300187,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,617,VSA_EState1,统计极端值,WARNING,269.5398998,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,618,VSA_EState1,统计极端值,WARNING,187.022667,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,638,VSA_EState3,统计极端值,WARNING,36.79069221,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,641,VSA_EState1,统计极端值,WARNING,78.89936817,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,642,Dielectic Constant (Solvent),溶剂参数为0，可能代表未知或缺失溶剂信息,WARNING,0.0,返回原始溶剂名称核查；不自动删除
696_features,642,ET(30) (Solvent),溶剂参数为0，可能代表未知或缺失溶剂信息,WARNING,0.0,返回原始溶剂名称核查；不自动删除
696_features,643,Dielectic Constant (Solvent),溶剂参数为0，可能代表未知或缺失溶剂信息,WARNING,0.0,返回原始溶剂名称核查；不自动删除
696_features,643,ET(30) (Solvent),溶剂参数为0，可能代表未知或缺失溶剂信息,WARNING,0.0,返回原始溶剂名称核查；不自动删除
696_features,644,VSA_EState1,统计极端值,WARNING,63.28761348,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,644,VSA_EState5,统计极端值,WARNING,8.960825925,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,645,VSA_EState1,统计极端值,WARNING,104.5760175,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,645,VSA_EState5,统计极端值,WARNING,13.57156503,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,659,SMR_VSA7,统计极端值,WARNING,1296.253651,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,669,Conju-Branch-Ratio,统计极端值,WARNING,2.090909091,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,672,VSA_EState5,统计极端值,WARNING,13.36153524,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,673,VSA_EState5,统计极端值,WARNING,11.26016784,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,674,VSA_EState5,统计极端值,WARNING,25.55369706,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,677,VSA_EState1,统计极端值,WARNING,64.9013114,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,707,Conju-Branch-Num,统计极端值,WARNING,27.0,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,716,VSA_EState5,统计极端值,WARNING,11.32503422,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,717,VSA_EState5,统计极端值,WARNING,17.3565494,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,719,VSA_EState5,统计极端值,WARNING,11.18320038,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,721,SlogP_VSA8,统计极端值,WARNING,387.8081434,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,721,VSA_EState3,统计极端值,WARNING,94.97762752,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,722,EState_VSA5,统计极端值,WARNING,454.9240159,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,722,SlogP_VSA8,统计极端值,WARNING,382.6087995,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,722,VSA_EState3,统计极端值,WARNING,97.56391663,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,723,EState_VSA5,统计极端值,WARNING,465.6964643,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,723,SlogP_VSA8,统计极端值,WARNING,387.8081434,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,723,VSA_EState3,统计极端值,WARNING,101.7584599,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,723,VSA_EState8,统计极端值,WARNING,105.763501,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,724,VSA_EState5,统计极端值,WARNING,27.43558243,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,725,VSA_EState5,统计极端值,WARNING,27.49350751,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,726,VSA_EState5,统计极端值,WARNING,14.05769301,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,734,Conju-Branch-Ratio,统计极端值,WARNING,1.5,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,735,Conju-Branch-Ratio,统计极端值,WARNING,1.916666667,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,735,VSA_EState1,统计极端值,WARNING,78.64856775,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,736,Conju-Branch-Num,统计极端值,WARNING,48.0,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,736,Conju-Branch-Ratio,统计极端值,WARNING,1.352941176,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,736,VSA_EState1,统计极端值,WARNING,116.1224331,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,737,VSA_EState1,统计极端值,WARNING,150.3655831,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,741,VSA_EState5,统计极端值,WARNING,12.41159661,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,742,VSA_EState5,统计极端值,WARNING,14.57763421,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,743,VSA_EState5,统计极端值,WARNING,13.26319242,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,748,VSA_EState1,统计极端值,WARNING,79.93142358,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,750,VSA_EState1,统计极端值,WARNING,57.17407548,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,751,VSA_EState1,统计极端值,WARNING,58.26221249,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,752,Conju-Branch-Num,统计极端值,WARNING,25.0,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,752,VSA_EState1,统计极端值,WARNING,129.8539337,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,753,Conju-Branch-Num,统计极端值,WARNING,75.0,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,753,VSA_EState1,统计极端值,WARNING,196.714854,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,754,VSA_EState1,统计极端值,WARNING,132.1590989,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,755,VSA_EState1,统计极端值,WARNING,134.0040439,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,756,VSA_EState1,统计极端值,WARNING,131.9056889,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,763,VSA_EState1,统计极端值,WARNING,70.58890001,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,782,VSA_EState5,统计极端值,WARNING,15.31312345,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,783,VSA_EState5,统计极端值,WARNING,15.31312345,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,784,VSA_EState5,统计极端值,WARNING,10.93608673,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,785,VSA_EState5,统计极端值,WARNING,10.83077632,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,786,VSA_EState5,统计极端值,WARNING,10.42776827,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,787,VSA_EState5,统计极端值,WARNING,12.56231314,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,792,VSA_EState1,统计极端值,WARNING,61.04833539,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,796,VSA_EState5,统计极端值,WARNING,13.39774568,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,798,VSA_EState5,统计极端值,WARNING,13.92676193,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,803,BertzCT,统计极端值,WARNING,19726.22544,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,803,Chi3n,统计极端值,WARNING,90.32480412,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,803,Chi3v,统计极端值,WARNING,90.32480412,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,803,Chi4n,统计极端值,WARNING,70.63843177,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,803,Chi4v,统计极端值,WARNING,70.63843177,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,803,Conju-Branch-Ratio,统计极端值,WARNING,1.375,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,803,EState_VSA4,统计极端值,WARNING,946.8963922,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,803,NumRotatableBonds,统计极端值,WARNING,138.0,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,803,RingCount,统计极端值,WARNING,53.0,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,803,SMR_VSA5,统计极端值,WARNING,834.706811,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,803,SlogP_VSA5,统计极端值,WARNING,891.8259361,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,803,VSA_EState4,统计极端值,WARNING,105.2496707,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,804,BertzCT,统计极端值,WARNING,20679.47402,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,804,Chi0n,统计极端值,WARNING,248.934131,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,804,Chi0v,统计极端值,WARNING,248.934131,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,804,Chi1n,统计极端值,WARNING,160.9875204,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,804,Chi1v,统计极端值,WARNING,160.9875204,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,804,Chi2n,统计极端值,WARNING,122.1044599,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,804,Chi2v,统计极端值,WARNING,122.1044599,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,804,Chi3n,统计极端值,WARNING,95.7180199,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,804,Chi3v,统计极端值,WARNING,95.7180199,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,804,Chi4n,统计极端值,WARNING,74.99151408,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,804,Chi4v,统计极端值,WARNING,74.99151408,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,804,EState_VSA4,统计极端值,WARNING,988.3550633,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,804,HeavyAtomCount,统计极端值,WARNING,409.0,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,804,NumRotatableBonds,统计极端值,WARNING,148.0,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,804,PEOE_VSA7,统计极端值,WARNING,847.0938385,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,804,RingCount,统计极端值,WARNING,55.0,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,804,SMR_VSA5,统计极端值,WARNING,918.1774921,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,804,SlogP_VSA5,统计极端值,WARNING,981.0085297,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,804,VSA_EState4,统计极端值,WARNING,111.7883999,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,806,EState_VSA5,统计极端值,WARNING,480.6780455,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,806,SMR_VSA5,统计极端值,WARNING,610.4809698,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,807,SMR_VSA5,统计极端值,WARNING,500.8240866,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,808,BertzCT,统计极端值,WARNING,21705.87923,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,808,Chi0,统计极端值,WARNING,319.0544131,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,808,Chi0n,统计极端值,WARNING,287.2440593,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,808,Chi0v,统计极端值,WARNING,287.2440593,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,808,Chi1,统计极端值,WARNING,229.3688022,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,808,Chi1n,统计极端值,WARNING,186.3813182,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,808,Chi1v,统计极端值,WARNING,186.3813182,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,808,Chi2n,统计极端值,WARNING,141.3226571,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,808,Chi2v,统计极端值,WARNING,141.3226571,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,808,Chi3n,统计极端值,WARNING,111.2807772,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,808,Chi3v,统计极端值,WARNING,111.2807772,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,808,Chi4n,统计极端值,WARNING,87.64401824,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,808,Chi4v,统计极端值,WARNING,87.64401824,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,808,Conju-Branch-Num,统计极端值,WARNING,64.0,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,808,Conju-Branch-Ratio,统计极端值,WARNING,1.620689655,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,808,EState_VSA4,统计极端值,WARNING,898.3069646,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,808,EState_VSA5,统计极端值,WARNING,562.1584726,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,808,ExactMolWt,统计极端值,WARNING,6148.175716,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,808,HeavyAtomCount,统计极端值,WARNING,465.0,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,808,HeavyAtomMolWt,统计极端值,WARNING,5621.039,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,808,Kappa1,统计极端值,WARNING,329.4495341,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,808,Kappa2,统计极端值,WARNING,156.5986108,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,808,LabuteASA,统计极端值,WARNING,2796.121127,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,808,MolLogP,统计极端值,WARNING,138.883,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,808,MolMR,统计极端值,WARNING,2003.008,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,808,MolWt,统计极端值,WARNING,6153.263,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,808,NumRotatableBonds,统计极端值,WARNING,184.0,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,808,NumValenceElectrons,统计极端值,WARNING,2406.0,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,808,PEOE_VSA7,统计极端值,WARNING,1025.176591,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,808,RingCount,统计极端值,WARNING,59.0,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,808,SMR_VSA5,统计极端值,WARNING,1168.589535,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,808,SlogP_VSA5,统计极端值,WARNING,1248.556311,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,808,VSA_EState4,统计极端值,WARNING,125.0262323,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,843,VSA_EState5,统计极端值,WARNING,12.90467952,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,844,VSA_EState5,统计极端值,WARNING,13.2792086,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,845,VSA_EState5,统计极端值,WARNING,13.07189794,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,846,VSA_EState3,统计极端值,WARNING,37.65880966,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,846,VSA_EState5,统计极端值,WARNING,12.72515439,|robust z| > 15.0；仅提示人工核查，不代表化学错误
696_features,851,VSA_EState5,统计极端值,WARNING,14.08353299,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,9,ALL_FEATURES,整行数据与其他样本完全重复,WARNING,duplicate row,可能是相同实验记录，也可能是重复样本；需结合原始分子ID核查
94_features,41,Conju-Branch-Ratio,统计极端值,WARNING,1.764705882,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,42,Conju-Branch-Ratio,统计极端值,WARNING,1.764705882,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,55,Apperant-Elec-Count-PositiveDisCoef,统计极端值,WARNING,206993.0,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,55,Atomic-LogP-PositiveDisCoef,统计极端值,WARNING,6391.021593,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,55,Atomic-MR-PositiveDisCoef,统计极端值,WARNING,2484805.148,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,55,EState-Indice-PositiveDisCoef,统计极端值,WARNING,928212.5249,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,55,PEOE-Charge-PositiveDisCoef,统计极端值,WARNING,337.4027728,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,97,Atomic-MR-PositiveDisCoef,统计极端值,WARNING,1270542.823,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,97,EState-Indice-PositiveDisCoef,统计极端值,WARNING,473096.2859,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,113,ET(30) (Solvent),溶剂参数为0，可能代表未知或缺失溶剂信息,WARNING,0.0,返回原始溶剂名称核查；不自动删除
94_features,114,ET(30) (Solvent),溶剂参数为0，可能代表未知或缺失溶剂信息,WARNING,0.0,返回原始溶剂名称核查；不自动删除
94_features,115,ET(30) (Solvent),溶剂参数为0，可能代表未知或缺失溶剂信息,WARNING,0.0,返回原始溶剂名称核查；不自动删除
94_features,116,ET(30) (Solvent),溶剂参数为0，可能代表未知或缺失溶剂信息,WARNING,0.0,返回原始溶剂名称核查；不自动删除
94_features,117,ET(30) (Solvent),溶剂参数为0，可能代表未知或缺失溶剂信息,WARNING,0.0,返回原始溶剂名称核查；不自动删除
94_features,118,ET(30) (Solvent),溶剂参数为0，可能代表未知或缺失溶剂信息,WARNING,0.0,返回原始溶剂名称核查；不自动删除
94_features,119,ET(30) (Solvent),溶剂参数为0，可能代表未知或缺失溶剂信息,WARNING,0.0,返回原始溶剂名称核查；不自动删除
94_features,119,PEOE-Charge-NegativeDisCoef-PairMean,统计极端值,WARNING,-0.003253205,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,120,ET(30) (Solvent),溶剂参数为0，可能代表未知或缺失溶剂信息,WARNING,0.0,返回原始溶剂名称核查；不自动删除
94_features,121,Atomic-LogP-PositiveDisCoef,统计极端值,WARNING,2580.473988,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,122,Apperant-Elec-Count-PositiveDisCoef,统计极端值,WARNING,101832.0,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,122,Atomic-LogP-PositiveDisCoef,统计极端值,WARNING,3624.582715,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,122,Atomic-MR-PositiveDisCoef,统计极端值,WARNING,1197841.345,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,123,Atomic-LogP-PositiveDisCoef,统计极端值,WARNING,2451.307414,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,171,Conju-Branch-Ratio,统计极端值,WARNING,1.625,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,175,Atomic-LogP-PositiveDisCoef,统计极端值,WARNING,2296.208341,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,179,Atomic-LogP-PositiveDisCoef,统计极端值,WARNING,2065.179269,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,182,Atomic-LogP-PositiveDisCoef,统计极端值,WARNING,1934.914251,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,193,Conju-Branch-Ratio,统计极端值,WARNING,1.666666667,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,193,ET(30) (Solvent),溶剂参数为0，可能代表未知或缺失溶剂信息,WARNING,0.0,返回原始溶剂名称核查；不自动删除
94_features,194,ET(30) (Solvent),溶剂参数为0，可能代表未知或缺失溶剂信息,WARNING,0.0,返回原始溶剂名称核查；不自动删除
94_features,213,Apperant-Elec-Count-PositiveDisCoef,统计极端值,WARNING,280185.0,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,213,Atomic-LogP-PositiveDisCoef,统计极端值,WARNING,7747.020931,|robust z| > 15.0；仅提示人工核查，不代表化学错误
94_features,213,Atomic-MR-PositiveDisCoef,统计极端值,WARNING,3552773.904,|robust z| > 15.0；仅提示人工核查，不代表化学错误
